WARNING: Logging before InitGoogleLogging() is written to STDERR
I20250629 14:44:00.252341 1572790 Sta.cc:792] assign \imem_addr[23] = \imem_addr[21]
I20250629 14:44:00.252346 1572790 Sta.cc:792] assign \imem_addr[24] = \imem_addr[20]
I20250629 14:44:00.252350 1572790 Sta.cc:792] assign \imem_addr[25] = comp_enb
I20250629 14:44:00.252355 1572790 Sta.cc:792] assign \imem_addr[26] = comp_enb
I20250629 14:44:00.252360 1572790 Sta.cc:792] assign \imem_addr[27] = \imem_addr[21]
I20250629 14:44:00.252364 1572790 Sta.cc:792] assign \imem_addr[2] = comp_enb
I20250629 14:44:00.252368 1572790 Sta.cc:792] assign \omem_addr[0] = comp_enb
I20250629 14:44:00.252374 1572790 Sta.cc:792] assign \omem_addr[1] = comp_enb
I20250629 14:44:00.252383 1572790 Sta.cc:792] assign \omem_addr[20] = comp_enb
I20250629 14:44:00.252388 1572790 Sta.cc:792] assign \omem_addr[21] = comp_enb
I20250629 14:44:00.252393 1572790 Sta.cc:792] assign \omem_addr[22] = comp_enb
I20250629 14:44:00.252396 1572790 Sta.cc:792] assign \omem_addr[23] = comp_enb
I20250629 14:44:00.252400 1572790 Sta.cc:792] assign \omem_addr[24] = comp_enb
I20250629 14:44:00.252405 1572790 Sta.cc:792] assign \omem_addr[25] = comp_enb
I20250629 14:44:00.252409 1572790 Sta.cc:792] assign \omem_addr[26] = comp_enb
I20250629 14:44:00.252414 1572790 Sta.cc:792] assign \omem_addr[27] = comp_enb
I20250629 14:44:00.252418 1572790 Sta.cc:792] assign \omem_addr[29] = \omem_addr[28]
I20250629 14:44:00.252424 1572790 Sta.cc:792] assign \omem_addr[2] = comp_enb
I20250629 14:44:00.252427 1572790 Sta.cc:792] assign \omem_addr[30] = comp_enb
I20250629 14:44:00.252431 1572790 Sta.cc:792] assign \omem_addr[31] = comp_enb
I20250629 14:44:00.252436 1572790 Sta.cc:792] assign fanout_net_663 = \sram_a_ping_raddr[0]
I20250629 14:44:00.252444 1572790 Sta.cc:792] assign \sram_a_ping_raddr[16] = \sram_a_ping_raddr[0]
I20250629 14:44:00.252450 1572790 Sta.cc:792] assign fanout_net_673 = \sram_a_ping_raddr[17]
I20250629 14:44:00.252455 1572790 Sta.cc:792] assign \sram_a_ping_raddr[1] = \sram_a_ping_raddr[17]
I20250629 14:44:00.252462 1572790 Sta.cc:792] assign \sram_a_ping_raddr[20] = \sram_a_ping_raddr[12]
I20250629 14:44:00.252468 1572790 Sta.cc:792] assign \sram_a_ping_raddr[24] = \sram_a_ping_raddr[0]
I20250629 14:44:00.252475 1572790 Sta.cc:792] assign \sram_a_ping_raddr[28] = \sram_a_ping_raddr[12]
I20250629 14:44:00.252480 1572790 Sta.cc:792] assign \sram_a_ping_raddr[29] = \sram_a_ping_raddr[13]
I20250629 14:44:00.252485 1572790 Sta.cc:792] assign \sram_a_ping_raddr[32] = \sram_a_ping_raddr[0]
I20250629 14:44:00.252490 1572790 Sta.cc:792] assign \sram_a_ping_raddr[33] = \sram_a_ping_raddr[17]
I20250629 14:44:00.252496 1572790 Sta.cc:792] assign \sram_a_ping_raddr[34] = \sram_a_ping_raddr[2]
I20250629 14:44:00.252501 1572790 Sta.cc:792] assign fanout_net_678 = \sram_a_ping_raddr[35]
I20250629 14:44:00.252506 1572790 Sta.cc:792] assign \sram_a_ping_raddr[36] = \sram_a_ping_raddr[12]
I20250629 14:44:00.252511 1572790 Sta.cc:792] assign \sram_a_ping_raddr[37] = \sram_a_ping_raddr[21]
I20250629 14:44:00.252516 1572790 Sta.cc:792] assign \sram_a_ping_raddr[40] = \sram_a_ping_raddr[0]
I20250629 14:44:00.252521 1572790 Sta.cc:792] assign \sram_a_ping_raddr[41] = \sram_a_ping_raddr[25]
I20250629 14:44:00.252525 1572790 Sta.cc:792] assign \sram_a_ping_raddr[42] = \sram_a_ping_raddr[10]
I20250629 14:44:00.252532 1572790 Sta.cc:792] assign \sram_a_ping_raddr[44] = \sram_a_ping_raddr[12]
I20250629 14:44:00.252537 1572790 Sta.cc:792] assign \sram_a_ping_raddr[45] = \sram_a_ping_raddr[13]
I20250629 14:44:00.252542 1572790 Sta.cc:792] assign \sram_a_ping_raddr[46] = \sram_a_ping_raddr[14]
I20250629 14:44:00.252547 1572790 Sta.cc:792] assign \sram_a_ping_raddr[48] = \sram_a_ping_raddr[0]
I20250629 14:44:00.252554 1572790 Sta.cc:792] assign \sram_a_ping_raddr[49] = \sram_a_ping_raddr[17]
I20250629 14:44:00.252559 1572790 Sta.cc:792] assign \sram_a_ping_raddr[4] = \sram_a_ping_raddr[12]
I20250629 14:44:00.252564 1572790 Sta.cc:792] assign \sram_a_ping_raddr[50] = \sram_a_ping_raddr[18]
I20250629 14:44:00.252569 1572790 Sta.cc:792] assign \sram_a_ping_raddr[52] = \sram_a_ping_raddr[12]
I20250629 14:44:00.252574 1572790 Sta.cc:792] assign \sram_a_ping_raddr[53] = \sram_a_ping_raddr[21]
I20250629 14:44:00.252579 1572790 Sta.cc:792] assign \sram_a_ping_raddr[54] = \sram_a_ping_raddr[22]
I20250629 14:44:00.252584 1572790 Sta.cc:792] assign \sram_a_ping_raddr[56] = \sram_a_ping_raddr[0]
I20250629 14:44:00.252589 1572790 Sta.cc:792] assign \sram_a_ping_raddr[57] = \sram_a_ping_raddr[25]
I20250629 14:44:00.252594 1572790 Sta.cc:792] assign \sram_a_ping_raddr[58] = \sram_a_ping_raddr[26]
I20250629 14:44:00.252599 1572790 Sta.cc:792] assign \sram_a_ping_raddr[5] = \sram_a_ping_raddr[21]
I20250629 14:44:00.252604 1572790 Sta.cc:792] assign \sram_a_ping_raddr[60] = \sram_a_ping_raddr[12]
I20250629 14:44:00.252611 1572790 Sta.cc:792] assign \sram_a_ping_raddr[61] = \sram_a_ping_raddr[13]
I20250629 14:44:00.252616 1572790 Sta.cc:792] assign \sram_a_ping_raddr[62] = \sram_a_ping_raddr[30]
I20250629 14:44:00.252621 1572790 Sta.cc:792] assign \sram_a_ping_raddr[6] = \sram_a_ping_raddr[38]
I20250629 14:44:00.252626 1572790 Sta.cc:792] assign \sram_a_ping_raddr[8] = \sram_a_ping_raddr[0]
I20250629 14:44:00.252631 1572790 Sta.cc:792] assign \sram_a_ping_raddr[9] = \sram_a_ping_raddr[25]
I20250629 14:44:00.252636 1572790 Sta.cc:792] assign \sram_a_pong_raddr[0] = \sram_a_ping_raddr[0]
I20250629 14:44:00.252643 1572790 Sta.cc:792] assign \sram_a_pong_raddr[10] = \sram_a_ping_raddr[10]
I20250629 14:44:00.252648 1572790 Sta.cc:792] assign \sram_a_pong_raddr[11] = \sram_a_ping_raddr[11]
I20250629 14:44:00.252653 1572790 Sta.cc:792] assign \sram_a_pong_raddr[12] = \sram_a_ping_raddr[12]
I20250629 14:44:00.252660 1572790 Sta.cc:792] assign \sram_a_pong_raddr[13] = \sram_a_ping_raddr[13]
I20250629 14:44:00.252664 1572790 Sta.cc:792] assign \sram_a_pong_raddr[14] = \sram_a_ping_raddr[14]
I20250629 14:44:00.252669 1572790 Sta.cc:792] assign \sram_a_pong_raddr[15] = \sram_a_ping_raddr[15]
I20250629 14:44:00.252674 1572790 Sta.cc:792] assign \sram_a_pong_raddr[16] = \sram_a_ping_raddr[0]
I20250629 14:44:00.252679 1572790 Sta.cc:792] assign \sram_a_pong_raddr[17] = \sram_a_ping_raddr[17]
I20250629 14:44:00.252686 1572790 Sta.cc:792] assign \sram_a_pong_raddr[18] = \sram_a_ping_raddr[18]
I20250629 14:44:00.252691 1572790 Sta.cc:792] assign \sram_a_pong_raddr[19] = \sram_a_ping_raddr[19]
I20250629 14:44:00.252696 1572790 Sta.cc:792] assign \sram_a_pong_raddr[1] = \sram_a_ping_raddr[17]
I20250629 14:44:00.252700 1572790 Sta.cc:792] assign \sram_a_pong_raddr[20] = \sram_a_ping_raddr[12]
I20250629 14:44:00.252705 1572790 Sta.cc:792] assign \sram_a_pong_raddr[21] = \sram_a_ping_raddr[21]
I20250629 14:44:00.252710 1572790 Sta.cc:792] assign \sram_a_pong_raddr[22] = \sram_a_ping_raddr[22]
I20250629 14:44:00.252715 1572790 Sta.cc:792] assign \sram_a_pong_raddr[23] = \sram_a_ping_raddr[23]
I20250629 14:44:00.252720 1572790 Sta.cc:792] assign \sram_a_pong_raddr[24] = \sram_a_ping_raddr[0]
I20250629 14:44:00.252725 1572790 Sta.cc:792] assign \sram_a_pong_raddr[25] = \sram_a_ping_raddr[25]
I20250629 14:44:00.252730 1572790 Sta.cc:792] assign \sram_a_pong_raddr[26] = \sram_a_ping_raddr[26]
I20250629 14:44:00.252735 1572790 Sta.cc:792] assign \sram_a_pong_raddr[27] = \sram_a_ping_raddr[27]
I20250629 14:44:00.252741 1572790 Sta.cc:792] assign \sram_a_pong_raddr[28] = \sram_a_ping_raddr[12]
I20250629 14:44:00.252748 1572790 Sta.cc:792] assign \sram_a_pong_raddr[29] = \sram_a_ping_raddr[13]
I20250629 14:44:00.252754 1572790 Sta.cc:792] assign \sram_a_pong_raddr[2] = \sram_a_ping_raddr[2]
I20250629 14:44:00.252761 1572790 Sta.cc:792] assign \sram_a_pong_raddr[30] = \sram_a_ping_raddr[30]
I20250629 14:44:00.252772 1572790 Sta.cc:792] assign \sram_a_pong_raddr[31] = \sram_a_ping_raddr[31]
I20250629 14:44:00.252782 1572790 Sta.cc:792] assign \sram_a_pong_raddr[32] = \sram_a_ping_raddr[0]
I20250629 14:44:00.252789 1572790 Sta.cc:792] assign \sram_a_pong_raddr[33] = \sram_a_ping_raddr[17]
I20250629 14:44:00.252796 1572790 Sta.cc:792] assign \sram_a_pong_raddr[34] = \sram_a_ping_raddr[2]
I20250629 14:44:00.252804 1572790 Sta.cc:792] assign \sram_a_pong_raddr[35] = \sram_a_ping_raddr[35]
I20250629 14:44:00.252813 1572790 Sta.cc:792] assign \sram_a_pong_raddr[36] = \sram_a_ping_raddr[12]
I20250629 14:44:00.252822 1572790 Sta.cc:792] assign \sram_a_pong_raddr[37] = \sram_a_ping_raddr[21]
I20250629 14:44:00.252830 1572790 Sta.cc:792] assign \sram_a_pong_raddr[38] = \sram_a_ping_raddr[38]
I20250629 14:44:00.252839 1572790 Sta.cc:792] assign \sram_a_pong_raddr[39] = \sram_a_ping_raddr[39]
I20250629 14:44:00.252847 1572790 Sta.cc:792] assign \sram_a_pong_raddr[3] = \sram_a_ping_raddr[3]
I20250629 14:44:00.252856 1572790 Sta.cc:792] assign \sram_a_pong_raddr[40] = \sram_a_ping_raddr[0]
I20250629 14:44:00.252862 1572790 Sta.cc:792] assign \sram_a_pong_raddr[41] = \sram_a_ping_raddr[25]
I20250629 14:44:00.252871 1572790 Sta.cc:792] assign \sram_a_pong_raddr[42] = \sram_a_ping_raddr[10]
I20250629 14:44:00.252879 1572790 Sta.cc:792] assign \sram_a_pong_raddr[43] = \sram_a_ping_raddr[43]
I20250629 14:44:00.252892 1572790 Sta.cc:792] assign \sram_a_pong_raddr[44] = \sram_a_ping_raddr[12]
I20250629 14:44:00.252902 1572790 Sta.cc:792] assign \sram_a_pong_raddr[45] = \sram_a_ping_raddr[13]
I20250629 14:44:00.252909 1572790 Sta.cc:792] assign \sram_a_pong_raddr[46] = \sram_a_ping_raddr[14]
I20250629 14:44:00.252918 1572790 Sta.cc:792] assign \sram_a_pong_raddr[47] = \sram_a_ping_raddr[47]
I20250629 14:44:00.252925 1572790 Sta.cc:792] assign \sram_a_pong_raddr[48] = \sram_a_ping_raddr[0]
I20250629 14:44:00.252934 1572790 Sta.cc:792] assign \sram_a_pong_raddr[49] = \sram_a_ping_raddr[17]
I20250629 14:44:00.252943 1572790 Sta.cc:792] assign \sram_a_pong_raddr[4] = \sram_a_ping_raddr[12]
I20250629 14:44:00.252951 1572790 Sta.cc:792] assign \sram_a_pong_raddr[50] = \sram_a_ping_raddr[18]
I20250629 14:44:00.252959 1572790 Sta.cc:792] assign \sram_a_pong_raddr[51] = \sram_a_ping_raddr[51]
I20250629 14:44:00.252967 1572790 Sta.cc:792] assign \sram_a_pong_raddr[52] = \sram_a_ping_raddr[12]
I20250629 14:44:00.252975 1572790 Sta.cc:792] assign \sram_a_pong_raddr[53] = \sram_a_ping_raddr[21]
I20250629 14:44:00.252982 1572790 Sta.cc:792] assign \sram_a_pong_raddr[54] = \sram_a_ping_raddr[22]
I20250629 14:44:00.252990 1572790 Sta.cc:792] assign \sram_a_pong_raddr[55] = \sram_a_ping_raddr[55]
I20250629 14:44:00.252998 1572790 Sta.cc:792] assign \sram_a_pong_raddr[56] = \sram_a_ping_raddr[0]
I20250629 14:44:00.253008 1572790 Sta.cc:792] assign \sram_a_pong_raddr[57] = \sram_a_ping_raddr[25]
I20250629 14:44:00.253017 1572790 Sta.cc:792] assign \sram_a_pong_raddr[58] = \sram_a_ping_raddr[26]
I20250629 14:44:00.253026 1572790 Sta.cc:792] assign \sram_a_pong_raddr[59] = \sram_a_ping_raddr[59]
I20250629 14:44:00.253033 1572790 Sta.cc:792] assign \sram_a_pong_raddr[5] = \sram_a_ping_raddr[21]
I20250629 14:44:00.253041 1572790 Sta.cc:792] assign \sram_a_pong_raddr[60] = \sram_a_ping_raddr[12]
I20250629 14:44:00.253049 1572790 Sta.cc:792] assign \sram_a_pong_raddr[61] = \sram_a_ping_raddr[13]
I20250629 14:44:00.253058 1572790 Sta.cc:792] assign \sram_a_pong_raddr[62] = \sram_a_ping_raddr[30]
I20250629 14:44:00.253067 1572790 Sta.cc:792] assign \sram_a_pong_raddr[63] = \sram_a_ping_raddr[63]
I20250629 14:44:00.253075 1572790 Sta.cc:792] assign \sram_a_pong_raddr[6] = \sram_a_ping_raddr[38]
I20250629 14:44:00.253084 1572790 Sta.cc:792] assign \sram_a_pong_raddr[7] = \sram_a_ping_raddr[7]
I20250629 14:44:00.253093 1572790 Sta.cc:792] assign \sram_a_pong_raddr[8] = \sram_a_ping_raddr[0]
I20250629 14:44:00.253099 1572790 Sta.cc:792] assign \sram_a_pong_raddr[9] = \sram_a_ping_raddr[25]
I20250629 14:44:00.253108 1572790 Sta.cc:792] assign \sram_a_pong_waddr[0] = \sram_a_ping_waddr[0]
I20250629 14:44:00.253118 1572790 Sta.cc:792] assign \sram_a_pong_waddr[1] = \sram_a_ping_waddr[1]
I20250629 14:44:00.253129 1572790 Sta.cc:792] assign \sram_a_pong_waddr[2] = \sram_a_ping_waddr[2]
I20250629 14:44:00.253137 1572790 Sta.cc:792] assign \sram_a_pong_waddr[3] = \sram_a_ping_waddr[3]
I20250629 14:44:00.253145 1572790 Sta.cc:792] assign \sram_a_pong_waddr[4] = \sram_a_ping_waddr[4]
I20250629 14:44:00.253154 1572790 Sta.cc:792] assign \sram_a_pong_wdata[0] = \sram_a_ping_wdata[0]
I20250629 14:44:00.253160 1572790 Sta.cc:792] assign \sram_a_pong_wdata[10] = \sram_a_ping_wdata[10]
I20250629 14:44:00.253170 1572790 Sta.cc:792] assign \sram_a_pong_wdata[11] = \sram_a_ping_wdata[11]
I20250629 14:44:00.253178 1572790 Sta.cc:792] assign \sram_a_pong_wdata[12] = \sram_a_ping_wdata[12]
I20250629 14:44:00.253187 1572790 Sta.cc:792] assign \sram_a_pong_wdata[13] = \sram_a_ping_wdata[13]
I20250629 14:44:00.253196 1572790 Sta.cc:792] assign \sram_a_pong_wdata[14] = \sram_a_ping_wdata[14]
I20250629 14:44:00.253203 1572790 Sta.cc:792] assign \sram_a_pong_wdata[15] = \sram_a_ping_wdata[15]
I20250629 14:44:00.253211 1572790 Sta.cc:792] assign \sram_a_pong_wdata[16] = \sram_a_ping_wdata[16]
I20250629 14:44:00.253219 1572790 Sta.cc:792] assign \sram_a_pong_wdata[17] = \sram_a_ping_wdata[17]
I20250629 14:44:00.253227 1572790 Sta.cc:792] assign \sram_a_pong_wdata[18] = \sram_a_ping_wdata[18]
I20250629 14:44:00.253237 1572790 Sta.cc:792] assign \sram_a_pong_wdata[19] = \sram_a_ping_wdata[19]
I20250629 14:44:00.253252 1572790 Sta.cc:792] assign \sram_a_pong_wdata[1] = \sram_a_ping_wdata[1]
I20250629 14:44:00.253261 1572790 Sta.cc:792] assign \sram_a_pong_wdata[20] = \sram_a_ping_wdata[20]
I20250629 14:44:00.253269 1572790 Sta.cc:792] assign \sram_a_pong_wdata[21] = \sram_a_ping_wdata[21]
I20250629 14:44:00.253278 1572790 Sta.cc:792] assign \sram_a_pong_wdata[22] = \sram_a_ping_wdata[22]
I20250629 14:44:00.253285 1572790 Sta.cc:792] assign \sram_a_pong_wdata[23] = \sram_a_ping_wdata[23]
I20250629 14:44:00.253293 1572790 Sta.cc:792] assign \sram_a_pong_wdata[24] = \sram_a_ping_wdata[24]
I20250629 14:44:00.253301 1572790 Sta.cc:792] assign \sram_a_pong_wdata[25] = \sram_a_ping_wdata[25]
I20250629 14:44:00.253309 1572790 Sta.cc:792] assign \sram_a_pong_wdata[26] = \sram_a_ping_wdata[26]
I20250629 14:44:00.253317 1572790 Sta.cc:792] assign \sram_a_pong_wdata[27] = \sram_a_ping_wdata[27]
I20250629 14:44:00.253326 1572790 Sta.cc:792] assign \sram_a_pong_wdata[28] = \sram_a_ping_wdata[28]
I20250629 14:44:00.253335 1572790 Sta.cc:792] assign \sram_a_pong_wdata[29] = \sram_a_ping_wdata[29]
I20250629 14:44:00.253345 1572790 Sta.cc:792] assign \sram_a_pong_wdata[2] = \sram_a_ping_wdata[2]
I20250629 14:44:00.253352 1572790 Sta.cc:792] assign \sram_a_pong_wdata[30] = \sram_a_ping_wdata[30]
I20250629 14:44:00.253360 1572790 Sta.cc:792] assign \sram_a_pong_wdata[31] = \sram_a_ping_wdata[31]
I20250629 14:44:00.253368 1572790 Sta.cc:792] assign \sram_a_pong_wdata[32] = \sram_a_ping_wdata[32]
I20250629 14:44:00.253378 1572790 Sta.cc:792] assign \sram_a_pong_wdata[33] = \sram_a_ping_wdata[33]
I20250629 14:44:00.253387 1572790 Sta.cc:792] assign \sram_a_pong_wdata[34] = \sram_a_ping_wdata[34]
I20250629 14:44:00.253394 1572790 Sta.cc:792] assign \sram_a_pong_wdata[35] = \sram_a_ping_wdata[35]
I20250629 14:44:00.253402 1572790 Sta.cc:792] assign \sram_a_pong_wdata[36] = \sram_a_ping_wdata[36]
I20250629 14:44:00.253412 1572790 Sta.cc:792] assign \sram_a_pong_wdata[37] = \sram_a_ping_wdata[37]
I20250629 14:44:00.253420 1572790 Sta.cc:792] assign \sram_a_pong_wdata[38] = \sram_a_ping_wdata[38]
I20250629 14:44:00.253428 1572790 Sta.cc:792] assign \sram_a_pong_wdata[39] = \sram_a_ping_wdata[39]
I20250629 14:44:00.253436 1572790 Sta.cc:792] assign \sram_a_pong_wdata[3] = \sram_a_ping_wdata[3]
I20250629 14:44:00.253444 1572790 Sta.cc:792] assign \sram_a_pong_wdata[40] = \sram_a_ping_wdata[40]
I20250629 14:44:00.253453 1572790 Sta.cc:792] assign \sram_a_pong_wdata[41] = \sram_a_ping_wdata[41]
I20250629 14:44:00.253461 1572790 Sta.cc:792] assign \sram_a_pong_wdata[42] = \sram_a_ping_wdata[42]
I20250629 14:44:00.253468 1572790 Sta.cc:792] assign \sram_a_pong_wdata[43] = \sram_a_ping_wdata[43]
I20250629 14:44:00.253477 1572790 Sta.cc:792] assign \sram_a_pong_wdata[44] = \sram_a_ping_wdata[44]
I20250629 14:44:00.253485 1572790 Sta.cc:792] assign \sram_a_pong_wdata[45] = \sram_a_ping_wdata[45]
I20250629 14:44:00.253494 1572790 Sta.cc:792] assign \sram_a_pong_wdata[46] = \sram_a_ping_wdata[46]
I20250629 14:44:00.253502 1572790 Sta.cc:792] assign \sram_a_pong_wdata[47] = \sram_a_ping_wdata[47]
I20250629 14:44:00.253510 1572790 Sta.cc:792] assign \sram_a_pong_wdata[48] = \sram_a_ping_wdata[48]
I20250629 14:44:00.253520 1572790 Sta.cc:792] assign \sram_a_pong_wdata[49] = \sram_a_ping_wdata[49]
I20250629 14:44:00.253527 1572790 Sta.cc:792] assign \sram_a_pong_wdata[4] = \sram_a_ping_wdata[4]
I20250629 14:44:00.253535 1572790 Sta.cc:792] assign \sram_a_pong_wdata[50] = \sram_a_ping_wdata[50]
I20250629 14:44:00.253544 1572790 Sta.cc:792] assign \sram_a_pong_wdata[51] = \sram_a_ping_wdata[51]
I20250629 14:44:00.253552 1572790 Sta.cc:792] assign \sram_a_pong_wdata[52] = \sram_a_ping_wdata[52]
I20250629 14:44:00.253559 1572790 Sta.cc:792] assign \sram_a_pong_wdata[53] = \sram_a_ping_wdata[53]
I20250629 14:44:00.253568 1572790 Sta.cc:792] assign \sram_a_pong_wdata[54] = \sram_a_ping_wdata[54]
I20250629 14:44:00.253577 1572790 Sta.cc:792] assign \sram_a_pong_wdata[55] = \sram_a_ping_wdata[55]
I20250629 14:44:00.253585 1572790 Sta.cc:792] assign \sram_a_pong_wdata[56] = \sram_a_ping_wdata[56]
I20250629 14:44:00.253594 1572790 Sta.cc:792] assign \sram_a_pong_wdata[57] = \sram_a_ping_wdata[57]
I20250629 14:44:00.253602 1572790 Sta.cc:792] assign \sram_a_pong_wdata[58] = \sram_a_ping_wdata[58]
I20250629 14:44:00.253613 1572790 Sta.cc:792] assign \sram_a_pong_wdata[59] = \sram_a_ping_wdata[59]
I20250629 14:44:00.253621 1572790 Sta.cc:792] assign \sram_a_pong_wdata[5] = \sram_a_ping_wdata[5]
I20250629 14:44:00.253629 1572790 Sta.cc:792] assign \sram_a_pong_wdata[60] = \sram_a_ping_wdata[60]
I20250629 14:44:00.253638 1572790 Sta.cc:792] assign \sram_a_pong_wdata[61] = \sram_a_ping_wdata[61]
I20250629 14:44:00.253645 1572790 Sta.cc:792] assign \sram_a_pong_wdata[62] = \sram_a_ping_wdata[62]
I20250629 14:44:00.253654 1572790 Sta.cc:792] assign \sram_a_pong_wdata[63] = \sram_a_ping_wdata[63]
I20250629 14:44:00.253660 1572790 Sta.cc:792] assign \sram_a_pong_wdata[6] = \sram_a_ping_wdata[6]
I20250629 14:44:00.253669 1572790 Sta.cc:792] assign \sram_a_pong_wdata[7] = \sram_a_ping_wdata[7]
I20250629 14:44:00.253679 1572790 Sta.cc:792] assign \sram_a_pong_wdata[8] = \sram_a_ping_wdata[8]
I20250629 14:44:00.253686 1572790 Sta.cc:792] assign \sram_a_pong_wdata[9] = \sram_a_ping_wdata[9]
I20250629 14:44:00.253695 1572790 Sta.cc:792] assign \sram_b_ping_raddr[0] = \sram_a_ping_raddr[0]
I20250629 14:44:00.253702 1572790 Sta.cc:792] assign \sram_b_ping_raddr[10] = \sram_a_ping_raddr[10]
I20250629 14:44:00.253711 1572790 Sta.cc:792] assign \sram_b_ping_raddr[11] = \sram_a_ping_raddr[11]
I20250629 14:44:00.253719 1572790 Sta.cc:792] assign \sram_b_ping_raddr[12] = \sram_a_ping_raddr[12]
I20250629 14:44:00.253729 1572790 Sta.cc:792] assign \sram_b_ping_raddr[13] = \sram_a_ping_raddr[13]
I20250629 14:44:00.253737 1572790 Sta.cc:792] assign \sram_b_ping_raddr[14] = \sram_a_ping_raddr[14]
I20250629 14:44:00.253746 1572790 Sta.cc:792] assign \sram_b_ping_raddr[15] = \sram_a_ping_raddr[15]
I20250629 14:44:00.253753 1572790 Sta.cc:792] assign \sram_b_ping_raddr[16] = \sram_a_ping_raddr[0]
I20250629 14:44:00.253760 1572790 Sta.cc:792] assign \sram_b_ping_raddr[17] = \sram_a_ping_raddr[17]
I20250629 14:44:00.253768 1572790 Sta.cc:792] assign \sram_b_ping_raddr[18] = \sram_a_ping_raddr[18]
I20250629 14:44:00.253777 1572790 Sta.cc:792] assign \sram_b_ping_raddr[19] = \sram_a_ping_raddr[19]
I20250629 14:44:00.253785 1572790 Sta.cc:792] assign \sram_b_ping_raddr[1] = \sram_a_ping_raddr[17]
I20250629 14:44:00.253793 1572790 Sta.cc:792] assign \sram_b_ping_raddr[20] = \sram_a_ping_raddr[12]
I20250629 14:44:00.253803 1572790 Sta.cc:792] assign \sram_b_ping_raddr[21] = \sram_a_ping_raddr[21]
I20250629 14:44:00.253810 1572790 Sta.cc:792] assign \sram_b_ping_raddr[22] = \sram_a_ping_raddr[22]
I20250629 14:44:00.253818 1572790 Sta.cc:792] assign \sram_b_ping_raddr[23] = \sram_a_ping_raddr[23]
I20250629 14:44:00.253826 1572790 Sta.cc:792] assign \sram_b_ping_raddr[24] = \sram_a_ping_raddr[0]
I20250629 14:44:00.253834 1572790 Sta.cc:792] assign \sram_b_ping_raddr[25] = \sram_a_ping_raddr[25]
I20250629 14:44:00.253842 1572790 Sta.cc:792] assign \sram_b_ping_raddr[26] = \sram_a_ping_raddr[26]
I20250629 14:44:00.253852 1572790 Sta.cc:792] assign \sram_b_ping_raddr[27] = \sram_a_ping_raddr[27]
I20250629 14:44:00.253861 1572790 Sta.cc:792] assign \sram_b_ping_raddr[28] = \sram_a_ping_raddr[12]
I20250629 14:44:00.253870 1572790 Sta.cc:792] assign \sram_b_ping_raddr[29] = \sram_a_ping_raddr[13]
I20250629 14:44:00.253876 1572790 Sta.cc:792] assign \sram_b_ping_raddr[2] = \sram_a_ping_raddr[2]
